0.043752	0.024476	0.000953	0.003791	0.011665	0.051641	0.007705	0.003154	0.014139	0.000010	0.011628	0.135210	0.010665	0.455724	0.130250	0.000132	0.045060	0.045018	0.002627	0.002399	0.000000	0.000000	0.000000	0.000000
0.767189	0.011937	0.027043	0.002447	0.003018	0.007640	0.002169	0.001304	0.005552	0.007624	0.004072	0.018070	0.008977	0.076576	0.007963	0.032403	0.001845	0.008538	0.004542	0.001092	0.000000	0.000000	0.000000	0.000000
0.803583	0.005504	0.022612	0.000054	0.005428	0.004955	0.004790	0.000216	0.005025	0.006506	0.004408	0.010868	0.008351	0.066373	0.008046	0.029015	0.001373	0.007643	0.004273	0.000978	0.000000	0.000000	0.000000	0.000000
0.928161	0.020955	0.000241	0.013938	0.013715	0.000642	0.012696	0.007171	0.000123	0.001486	0.000134	0.000287	0.000344	0.000051	0.000015	0.000015	0.000011	0.000002	0.000005	0.000010	0.000000	0.000000	0.000000	0.000000
0.376010	0.002826	0.089055	0.053285	0.041761	0.026638	0.047757	0.156389	0.085786	0.056302	0.002707	0.002743	0.013178	0.003912	0.001334	0.000574	0.000443	0.031914	0.006018	0.001370	0.000000	0.000000	0.000000	0.000000
0.376010	0.002826	0.089055	0.053285	0.041761	0.026638	0.047757	0.156389	0.085786	0.056302	0.002707	0.002743	0.013178	0.003912	0.001334	0.000574	0.000443	0.031914	0.006018	0.001370	0.000000	0.000000	0.000000	0.000000
0.920289	0.018202	0.000328	0.018596	0.020526	0.001840	0.014181	0.002885	0.000902	0.000182	0.000025	0.000155	0.000952	0.000067	0.000003	0.000009	0.000093	0.000548	0.000029	0.000191	0.000000	0.000000	0.000000	0.000000
0.967240	0.012093	0.000753	0.003212	0.005076	0.000002	0.004106	0.003785	0.000299	0.002742	0.000351	0.000016	0.000102	0.000000	0.000077	0.000051	0.000016	0.000013	0.000063	0.000002	0.000000	0.000000	0.000000	0.000000
0.920289	0.018202	0.000328	0.018596	0.020526	0.001840	0.014181	0.002885	0.000902	0.000182	0.000025	0.000155	0.000952	0.000067	0.000003	0.000009	0.000093	0.000548	0.000029	0.000191	0.000000	0.000000	0.000000	0.000000
0.920289	0.018202	0.000328	0.018596	0.020526	0.001840	0.014181	0.002885	0.000902	0.000182	0.000025	0.000155	0.000952	0.000067	0.000003	0.000009	0.000093	0.000548	0.000029	0.000191	0.000000	0.000000	0.000000	0.000000
0.910496	0.000286	0.001180	0.022103	0.005789	0.024882	0.025138	0.000140	0.000432	0.006716	0.000066	0.000554	0.001014	0.000010	0.000053	0.000160	0.000020	0.000361	0.000584	0.000015	0.000000	0.000000	0.000000	0.000000
0.979459	0.007959	0.000992	0.000325	0.001471	0.002527	0.000014	0.001250	0.000364	0.004790	0.000009	0.000211	0.000353	0.000023	0.000027	0.000091	0.000006	0.000020	0.000103	0.000004	0.000000	0.000000	0.000000	0.000000
0.276202	0.052753	0.004751	0.280955	0.081945	0.102093	0.135085	0.016786	0.001065	0.019047	0.000738	0.009058	0.011748	0.002257	0.000084	0.000072	0.001012	0.000356	0.003316	0.000674	0.000000	0.000000	0.000000	0.000000
0.969048	0.002100	0.002663	0.006956	0.002344	0.002063	0.002825	0.003383	0.000000	0.005085	0.001490	0.000458	0.000000	0.000258	0.000031	0.000061	0.000491	0.000118	0.000085	0.000542	0.000000	0.000000	0.000000	0.000000
0.910875	0.000533	0.000619	0.015227	0.006082	0.023936	0.020191	0.001188	0.003953	0.009270	0.000036	0.003788	0.000949	0.000865	0.000473	0.000125	0.000574	0.000001	0.001262	0.000054	0.000000	0.000000	0.000000	0.000000
0.973081	0.009812	0.000079	0.002176	0.004558	0.000472	0.002438	0.002993	0.001200	0.002389	0.000436	0.000064	0.000021	0.000004	0.000007	0.000103	0.000028	0.000040	0.000064	0.000033	0.000000	0.000000	0.000000	0.000000
0.957365	0.014734	0.000384	0.006192	0.007700	0.000004	0.005602	0.004972	0.000268	0.002065	0.000102	0.000092	0.000414	0.000020	0.000001	0.000046	0.000020	0.000015	0.000001	0.000003	0.000000	0.000000	0.000000	0.000000
0.243206	0.012785	0.098194	0.005622	0.009145	0.007168	0.037821	0.380501	0.062634	0.060147	0.005427	0.006731	0.004942	0.000763	0.004690	0.000083	0.000588	0.051786	0.007639	0.000128	0.000000	0.000000	0.000000	0.000000
0.378669	0.000057	0.095330	0.006527	0.020934	0.013942	0.048926	0.249974	0.067229	0.056381	0.002129	0.000085	0.004839	0.002728	0.002772	0.000437	0.000333	0.042264	0.006202	0.000240	0.000000	0.000000	0.000000	0.000000
0.924579	0.021265	0.000003	0.016386	0.014698	0.001175	0.016378	0.003853	0.000121	0.000359	0.000050	0.000279	0.000537	0.000185	0.000013	0.000026	0.000054	0.000004	0.000001	0.000035	0.000000	0.000000	0.000000	0.000000
0.955028	0.012026	0.000857	0.002556	0.010625	0.000090	0.011597	0.003571	0.000379	0.002172	0.000017	0.000482	0.000428	0.000011	0.000002	0.000127	0.000006	0.000020	0.000002	0.000002	0.000000	0.000000	0.000000	0.000000
0.976330	0.008930	0.001521	0.000189	0.000404	0.000946	0.000180	0.000120	0.003760	0.003519	0.000000	0.000346	0.002384	0.000129	0.000732	0.000000	0.000010	0.000000	0.000493	0.000008	0.000000	0.000000	0.000000	0.000000
0.956302	0.014336	0.000152	0.004411	0.007345	0.000013	0.007851	0.005592	0.000213	0.002787	0.000340	0.000090	0.000018	0.000026	0.000000	0.000044	0.000329	0.000128	0.000016	0.000006	0.000000	0.000000	0.000000	0.000000
0.980542	0.009618	0.000169	0.001284	0.001405	0.002502	0.000002	0.000638	0.000150	0.003076	0.000002	0.000028	0.000193	0.000013	0.000022	0.000157	0.000004	0.000112	0.000052	0.000030	0.000000	0.000000	0.000000	0.000000
0.978237	0.009761	0.000334	0.000513	0.001905	0.002212	0.000823	0.000817	0.000502	0.004464	0.000020	0.000000	0.000041	0.000042	0.000000	0.000116	0.000015	0.000023	0.000049	0.000127	0.000000	0.000000	0.000000	0.000000
0.964070	0.001627	0.000151	0.003037	0.000047	0.008355	0.003155	0.000168	0.005178	0.009415	0.000544	0.001671	0.000722	0.000001	0.000113	0.000224	0.000931	0.000000	0.000562	0.000031	0.000000	0.000000	0.000000	0.000000
0.978712	0.004811	0.000001	0.000349	0.001241	0.003310	0.000698	0.001878	0.001552	0.005432	0.000153	0.000739	0.000333	0.000132	0.000014	0.000065	0.000255	0.000032	0.000284	0.000009	0.000000	0.000000	0.000000	0.000000
0.949303	0.017295	0.000656	0.004995	0.008594	0.000051	0.011177	0.002054	0.001219	0.002961	0.000504	0.000147	0.000223	0.000379	0.000064	0.000079	0.000227	0.000013	0.000006	0.000052	0.000000	0.000000	0.000000	0.000000
0.014121	0.040700	0.000227	0.075175	0.207130	0.130949	0.432909	0.074693	0.000613	0.013046	0.004063	0.000374	0.003786	0.001450	0.000396	0.000000	0.000013	0.000166	0.000127	0.000062	0.000000	0.000000	0.000000	0.000000
0.154823	0.009018	0.000063	0.041503	0.158101	0.132830	0.419642	0.052973	0.000091	0.014537	0.003987	0.002752	0.005323	0.003258	0.000541	0.000062	0.000036	0.000234	0.000024	0.000202	0.000000	0.000000	0.000000	0.000000
0.001402	0.031830	0.000460	0.056976	0.213217	0.143313	0.463800	0.056635	0.000002	0.017375	0.003882	0.002030	0.006072	0.002071	0.000617	0.000017	0.000009	0.000006	0.000260	0.000027	0.000000	0.000000	0.000000	0.000000
0.026792	0.023555	0.000649	0.046861	0.206462	0.143630	0.457127	0.054316	0.000008	0.020140	0.003264	0.005130	0.007543	0.003423	0.000568	0.000099	0.000279	0.000011	0.000058	0.000084	0.000000	0.000000	0.000000	0.000000
0.663944	0.001151	0.000121	0.010567	0.057774	0.067860	0.165134	0.009453	0.000605	0.014151	0.002209	0.000162	0.003471	0.000135	0.000691	0.000269	0.000873	0.000333	0.001095	0.000000	0.000000	0.000000	0.000000	0.000000
0.935386	0.020088	0.000227	0.012700	0.011599	0.000469	0.010378	0.006586	0.000119	0.001530	0.000130	0.000288	0.000349	0.000080	0.000009	0.000016	0.000022	0.000002	0.000000	0.000022	0.000000	0.000000	0.000000	0.000000
0.927111	0.021048	0.000206	0.014272	0.013650	0.000694	0.013100	0.007409	0.000116	0.001370	0.000163	0.000336	0.000377	0.000078	0.000013	0.000016	0.000012	0.000002	0.000003	0.000025	0.000000	0.000000	0.000000	0.000000
0.929876	0.019218	0.000016	0.008328	0.007982	0.001409	0.019834	0.000896	0.005241	0.002215	0.001931	0.000546	0.000372	0.000886	0.000072	0.000003	0.000165	0.000624	0.000177	0.000207	0.000000	0.000000	0.000000	0.000000
0.937034	0.019144	0.000375	0.011977	0.011744	0.000321	0.010464	0.006258	0.000200	0.001729	0.000076	0.000124	0.000406	0.000049	0.000005	0.000060	0.000014	0.000000	0.000001	0.000018	0.000000	0.000000	0.000000	0.000000
0.967513	0.001013	0.003354	0.000287	0.003668	0.001278	0.002453	0.000838	0.005854	0.004096	0.000954	0.006918	0.000003	0.001435	0.000036	0.000005	0.000000	0.000264	0.000008	0.000022	0.000000	0.000000	0.000000	0.000000
0.969179	0.010855	0.000354	0.003611	0.005139	0.000291	0.003238	0.003094	0.001151	0.002729	0.000006	0.000034	0.000001	0.000033	0.000044	0.000001	0.000174	0.000059	0.000005	0.000001	0.000000	0.000000	0.000000	0.000000
0.863050	0.000111	0.001591	0.010312	0.016322	0.037934	0.054645	0.003633	0.001217	0.001769	0.001398	0.004012	0.002548	0.000024	0.000126	0.000333	0.000763	0.000032	0.000160	0.000020	0.000000	0.000000	0.000000	0.000000
0.938505	0.019105	0.000156	0.011380	0.011233	0.000242	0.009843	0.006878	0.000239	0.001393	0.000146	0.000138	0.000610	0.000039	0.000050	0.000028	0.000001	0.000002	0.000000	0.000013	0.000000	0.000000	0.000000	0.000000
0.963284	0.016251	0.000045	0.006421	0.004446	0.000451	0.001470	0.004171	0.000429	0.001766	0.000079	0.000188	0.000727	0.000149	0.000060	0.000021	0.000006	0.000012	0.000004	0.000019	0.000000	0.000000	0.000000	0.000000
0.930222	0.019963	0.000233	0.012775	0.013787	0.000635	0.013406	0.006893	0.000055	0.001306	0.000104	0.000173	0.000352	0.000035	0.000015	0.000016	0.000003	0.000001	0.000001	0.000025	0.000000	0.000000	0.000000	0.000000
0.970466	0.005012	0.000550	0.000001	0.000608	0.010557	0.007644	0.000066	0.000351	0.001642	0.000536	0.001059	0.001135	0.000000	0.000006	0.000185	0.000095	0.000008	0.000029	0.000049	0.000000	0.000000	0.000000	0.000000
0.929998	0.021392	0.000211	0.013727	0.012859	0.000559	0.012302	0.006327	0.000135	0.001444	0.000155	0.000343	0.000353	0.000093	0.000071	0.000005	0.000005	0.000000	0.000000	0.000020	0.000000	0.000000	0.000000	0.000000
0.962073	0.016996	0.000010	0.009301	0.004918	0.000316	0.001837	0.002221	0.000014	0.001623	0.000004	0.000244	0.000280	0.000063	0.000000	0.000031	0.000002	0.000000	0.000002	0.000066	0.000000	0.000000	0.000000	0.000000
0.933324	0.020128	0.000224	0.012558	0.012520	0.000459	0.011437	0.006812	0.000127	0.001538	0.000136	0.000229	0.000395	0.000058	0.000008	0.000017	0.000010	0.000003	0.000001	0.000017	0.000000	0.000000	0.000000	0.000000
0.928445	0.020990	0.000188	0.014161	0.013318	0.000628	0.012583	0.007145	0.000096	0.001456	0.000145	0.000339	0.000357	0.000078	0.000011	0.000015	0.000010	0.000002	0.000004	0.000028	0.000000	0.000000	0.000000	0.000000
0.955643	0.015741	0.000009	0.007956	0.006661	0.000033	0.004255	0.006458	0.000885	0.001075	0.000120	0.000047	0.000903	0.000100	0.000029	0.000043	0.000005	0.000017	0.000000	0.000022	0.000000	0.000000	0.000000	0.000000
0.935851	0.020142	0.000109	0.013053	0.011966	0.000361	0.010669	0.005865	0.000011	0.001210	0.000063	0.000177	0.000369	0.000075	0.000013	0.000024	0.000007	0.000000	0.000002	0.000033	0.000000	0.000000	0.000000	0.000000
0.724811	0.004001	0.012474	0.000866	0.043395	0.069399	0.110372	0.017703	0.004873	0.002446	0.002782	0.006034	0.000029	0.000113	0.000000	0.000006	0.000166	0.000003	0.000489	0.000038	0.000000	0.000000	0.000000	0.000000
0.815427	0.006555	0.010754	0.000050	0.023894	0.048199	0.070679	0.009630	0.004589	0.001219	0.002055	0.005707	0.000079	0.000129	0.000000	0.000012	0.000218	0.000031	0.000510	0.000264	0.000000	0.000000	0.000000	0.000000
0.926897	0.021405	0.000180	0.014584	0.013532	0.000660	0.012949	0.007294	0.000084	0.001389	0.000155	0.000389	0.000334	0.000078	0.000014	0.000012	0.000010	0.000001	0.000003	0.000029	0.000000	0.000000	0.000000	0.000000
0.945246	0.019766	0.000083	0.012110	0.008519	0.000020	0.005786	0.005347	0.000084	0.001965	0.000100	0.000482	0.000260	0.000132	0.000012	0.000014	0.000006	0.000003	0.000003	0.000062	0.000000	0.000000	0.000000	0.000000
0.957977	0.015727	0.003476	0.006152	0.000000	0.007336	0.001839	0.000002	0.002322	0.000430	0.000278	0.003543	0.000314	0.000122	0.000032	0.000015	0.000041	0.000023	0.000235	0.000136	0.000000	0.000000	0.000000	0.000000
0.955454	0.019373	0.000026	0.009848	0.005279	0.000275	0.002280	0.003747	0.000200	0.002307	0.000055	0.000792	0.000287	0.000041	0.000004	0.000008	0.000001	0.000005	0.000004	0.000014	0.000000	0.000000	0.000000	0.000000
0.949545	0.019585	0.000001	0.012402	0.007427	0.000002	0.004864	0.003911	0.000017	0.001240	0.000006	0.000441	0.000348	0.000116	0.000004	0.000025	0.000026	0.000000	0.000000	0.000040	0.000000	0.000000	0.000000	0.000000
0.947789	0.020041	0.000115	0.010151	0.007629	0.000001	0.006105	0.004527	0.000104	0.002553	0.000082	0.000441	0.000277	0.000077	0.000019	0.000020	0.000037	0.000017	0.000005	0.000011	0.000000	0.000000	0.000000	0.000000
0.957078	0.007954	0.000565	0.002205	0.000970	0.010779	0.013083	0.000010	0.000147	0.004726	0.000433	0.000832	0.000361	0.000263	0.000002	0.000000	0.000024	0.000165	0.000330	0.000074	0.000000	0.000000	0.000000	0.000000
0.953442	0.018135	0.000117	0.010112	0.006640	0.000023	0.003311	0.004833	0.000158	0.001755	0.000075	0.000445	0.000631	0.000207	0.000045	0.000020	0.000012	0.000006	0.000000	0.000032	0.000000	0.000000	0.000000	0.000000
0.970029	0.011406	0.000339	0.005507	0.000231	0.004180	0.001782	0.000648	0.000096	0.004066	0.000229	0.000728	0.000158	0.000109	0.000020	0.000000	0.000028	0.000123	0.000261	0.000061	0.000000	0.000000	0.000000	0.000000
0.320345	0.030975	0.000277	0.091391	0.086994	0.109350	0.291547	0.047423	0.006651	0.006238	0.002440	0.003946	0.001349	0.000011	0.000026	0.000095	0.000182	0.000122	0.000048	0.000591	0.000000	0.000000	0.000000	0.000000
0.928229	0.020912	0.000185	0.014192	0.013806	0.000653	0.012804	0.006968	0.000063	0.001298	0.000139	0.000274	0.000370	0.000045	0.000015	0.000009	0.000005	0.000000	0.000002	0.000031	0.000000	0.000000	0.000000	0.000000
0.759629	0.003862	0.000073	0.034690	0.024737	0.051740	0.100626	0.013257	0.004636	0.003365	0.000541	0.001476	0.000662	0.000114	0.000001	0.000172	0.000001	0.000110	0.000012	0.000296	0.000000	0.000000	0.000000	0.000000
0.963135	0.009225	0.001611	0.000462	0.008805	0.000000	0.008151	0.004163	0.000027	0.002843	0.000409	0.000066	0.000901	0.000100	0.000001	0.000042	0.000009	0.000002	0.000035	0.000013	0.000000	0.000000	0.000000	0.000000
0.974612	0.011495	0.000081	0.005737	0.004037	0.000926	0.000235	0.001175	0.000339	0.000847	0.000016	0.000117	0.000172	0.000000	0.000004	0.000079	0.000001	0.000017	0.000021	0.000089	0.000000	0.000000	0.000000	0.000000
0.971910	0.010341	0.000089	0.002073	0.000101	0.005458	0.004375	0.000483	0.000002	0.004233	0.000008	0.000321	0.000229	0.000206	0.000031	0.000001	0.000001	0.000045	0.000001	0.000093	0.000000	0.000000	0.000000	0.000000
0.942099	0.018082	0.000000	0.012490	0.010570	0.000168	0.008916	0.005725	0.000115	0.000502	0.000042	0.000311	0.000576	0.000197	0.000050	0.000035	0.000061	0.000000	0.000003	0.000058	0.000000	0.000000	0.000000	0.000000
0.182511	0.068676	0.011370	0.326486	0.039261	0.055482	0.060152	0.037574	0.012178	0.017831	0.006729	0.144326	0.003557	0.016513	0.003152	0.005870	0.005594	0.000722	0.000475	0.001542	0.000000	0.000000	0.000000	0.000000
0.940223	0.016861	0.000534	0.008026	0.012792	0.000438	0.012231	0.005842	0.000422	0.001753	0.000007	0.000054	0.000738	0.000001	0.000011	0.000058	0.000001	0.000000	0.000009	0.000000	0.000000	0.000000	0.000000	0.000000
0.853839	0.000265	0.006622	0.039383	0.000035	0.006278	0.000189	0.002250	0.007574	0.009582	0.002929	0.051784	0.007068	0.004746	0.000918	0.003043	0.002456	0.000063	0.000535	0.000439	0.000000	0.000000	0.000000	0.000000
0.967299	0.002128	0.001357	0.006127	0.000743	0.004586	0.000016	0.000157	0.001048	0.006007	0.000019	0.007653	0.000165	0.000934	0.000306	0.000522	0.000579	0.000264	0.000063	0.000026	0.000000	0.000000	0.000000	0.000000
0.966778	0.008327	0.001305	0.000088	0.007062	0.000138	0.006022	0.002921	0.000533	0.003567	0.000028	0.001962	0.000359	0.000285	0.000055	0.000271	0.000092	0.000109	0.000067	0.000031	0.000000	0.000000	0.000000	0.000000
0.958559	0.016047	0.000150	0.006214	0.007555	0.000028	0.004507	0.004125	0.000242	0.002224	0.000054	0.000001	0.000199	0.000007	0.000003	0.000030	0.000010	0.000017	0.000000	0.000024	0.000000	0.000000	0.000000	0.000000
0.939961	0.018503	0.000274	0.010176	0.011540	0.000292	0.010529	0.006172	0.000138	0.001726	0.000133	0.000076	0.000350	0.000038	0.000003	0.000036	0.000000	0.000005	0.000009	0.000039	0.000000	0.000000	0.000000	0.000000
0.967627	0.008919	0.000843	0.001285	0.006369	0.000082	0.005858	0.004061	0.000754	0.002902	0.000059	0.000625	0.000361	0.000058	0.000013	0.000115	0.000039	0.000022	0.000003	0.000004	0.000000	0.000000	0.000000	0.000000
0.945537	0.017683	0.000146	0.009107	0.010492	0.000133	0.009542	0.005146	0.000177	0.001633	0.000086	0.000006	0.000173	0.000007	0.000001	0.000036	0.000007	0.000012	0.000007	0.000070	0.000000	0.000000	0.000000	0.000000
0.911962	0.005592	0.014707	0.000016	0.002855	0.003714	0.002359	0.003177	0.014461	0.007388	0.004910	0.019166	0.001820	0.004412	0.001667	0.000212	0.000132	0.000080	0.000902	0.000467	0.000000	0.000000	0.000000	0.000000
