0.011998	0.288092	0.699910
0.946467	0.016309	0.037225
0.965346	0.005682	0.028972
0.951075	0.045964	0.002960
0.082403	0.000031	0.917566
0.082403	0.000031	0.917566
0.961688	0.037192	0.001120
0.970259	0.027523	0.002218
0.961688	0.037192	0.001120
0.961688	0.037192	0.001120
0.976375	0.005113	0.018512
0.966897	0.023842	0.009261
0.894764	0.073310	0.031926
0.979073	0.010333	0.010594
0.987405	0.005423	0.007172
0.970267	0.027581	0.002152
0.959313	0.036488	0.004199
0.022734	0.081215	0.896052
0.007487	0.013934	0.978579
0.951458	0.048367	0.000176
0.969164	0.025652	0.005184
0.967518	0.031005	0.001477
0.956423	0.040576	0.003001
0.970366	0.025461	0.004173
0.967428	0.030183	0.002389
0.983739	0.016090	0.000171
0.974237	0.018734	0.007029
0.949672	0.050106	0.000222
0.015899	0.839161	0.144940
0.977299	0.022381	0.000320
0.979745	0.006353	0.013902
0.980791	0.019054	0.000155
0.969941	0.005419	0.024640
0.951554	0.045582	0.002863
0.950369	0.046868	0.002764
0.852907	0.055782	0.091311
0.953134	0.042849	0.004017
0.980985	0.002305	0.016710
0.966807	0.029819	0.003374
0.984985	0.007920	0.007095
0.954449	0.042060	0.003491
0.955994	0.040942	0.003065
0.953382	0.043334	0.003284
0.975367	0.020747	0.003885
0.950727	0.047512	0.001762
0.955682	0.042353	0.001965
0.951936	0.044950	0.003114
0.950421	0.046879	0.002699
0.957053	0.039360	0.003587
0.952457	0.044689	0.002854
0.949646	0.046809	0.003545
0.950945	0.047226	0.001829
0.949807	0.047609	0.002584
0.950176	0.047439	0.002385
0.950917	0.048799	0.000284
0.950944	0.047267	0.001789
0.950858	0.047129	0.002013
0.950807	0.047426	0.001767
0.961030	0.036623	0.002347
0.951363	0.045748	0.002890
0.959368	0.038516	0.002116
0.962352	0.005709	0.031939
0.951274	0.045846	0.002880
0.985478	0.002755	0.011767
0.968291	0.027864	0.003845
0.965784	0.028892	0.005324
0.958538	0.037234	0.004228
0.953360	0.043960	0.002681
0.418441	0.348073	0.233486
0.959638	0.034880	0.005482
0.929471	0.004914	0.065615
0.977014	0.004806	0.018180
0.972178	0.016444	0.011378
0.959950	0.035849	0.004201
0.955198	0.041262	0.003540
0.969549	0.022356	0.008095
0.958182	0.038710	0.003108
0.990124	0.005401	0.004475
0.989433	0.006030	0.004537
0.983030	0.012226	0.004744
0.954195	0.043783	0.002023
0.952051	0.045088	0.002861
0.950611	0.046791	0.002599
0.577483	0.030514	0.392003
0.481838	0.480572	0.037589
0.294711	0.565525	0.139764
0.962111	0.011295	0.026594
0.960671	0.032793	0.006536
0.032908	0.505849	0.461243
0.971062	0.014695	0.014243
0.145773	0.832438	0.021789
0.968639	0.024872	0.006488
0.954308	0.002261	0.043431
0.958130	0.037501	0.004369
0.931923	0.053168	0.014909
0.998199	0.001798	0.000004
0.960219	0.035404	0.004377
0.989500	0.010250	0.000250
0.991392	0.006780	0.001828
0.954440	0.042693	0.002866
0.953764	0.043581	0.002655
0.980052	0.015574	0.004374
0.177836	0.516481	0.305683
0.977358	0.005895	0.016747
0.056817	0.309814	0.633369
0.061234	0.938409	0.000358
0.992743	0.000750	0.006506
0.994103	0.004078	0.001820
0.965890	0.032609	0.001501
0.517344	0.433310	0.049346
0.969672	0.030280	0.000048
0.976560	0.000201	0.023238
0.970323	0.024307	0.005370
0.976738	0.019361	0.003900
0.965081	0.031860	0.003059
0.961905	0.034771	0.003324
0.230754	0.760374	0.008873
0.927826	0.000206	0.071968
0.956574	0.039388	0.004038
0.960311	0.033282	0.006407
0.966823	0.012842	0.020335
0.949020	0.043892	0.007088
0.952161	0.044511	0.003329
0.953122	0.043551	0.003327
0.962429	0.036081	0.001490
0.957003	0.039941	0.003056
0.951957	0.045509	0.002533
0.952266	0.044895	0.002840
0.949997	0.047314	0.002688
0.951727	0.045367	0.002906
0.949833	0.047513	0.002654
0.959016	0.021624	0.019360
0.952992	0.042752	0.004256
0.982400	0.002100	0.015500
0.972143	0.020486	0.007371
0.964496	0.029989	0.005516
0.972490	0.025632	0.001878
0.953279	0.043991	0.002730
0.951195	0.045839	0.002966
0.951214	0.045917	0.002869
0.956117	0.040603	0.003280
0.974866	0.014180	0.010954
0.001935	0.770877	0.227189
0.649327	0.186699	0.163974
0.969876	0.020440	0.009684
0.960037	0.034747	0.005216
0.950164	0.047105	0.002731
0.951644	0.045316	0.003040
0.955338	0.040940	0.003722
0.952521	0.044168	0.003311
0.893265	0.048573	0.058161
0.974345	0.013900	0.011756
0.954483	0.041899	0.003617
0.955239	0.040127	0.004634
0.969654	0.018365	0.011981
0.960751	0.033096	0.006153
0.956152	0.040007	0.003840
0.951758	0.045301	0.002941
0.273255	0.726478	0.000266
0.977822	0.015733	0.006445
0.955620	0.041765	0.002615
0.911320	0.071133	0.017546
0.980539	0.003855	0.015605
0.966635	0.026321	0.007044
0.974692	0.017943	0.007365
0.971744	0.019511	0.008745
0.982803	0.000035	0.017162
0.964458	0.029691	0.005851
0.986345	0.004248	0.009407
0.951100	0.046111	0.002789
0.956390	0.042275	0.001336
0.957785	0.038515	0.003700
0.980917	0.000753	0.018330
0.951404	0.045831	0.002765
0.961868	0.032034	0.006098
0.958170	0.037718	0.004112
0.960108	0.035113	0.004779
0.968328	0.027982	0.003690
0.953038	0.044306	0.002656
0.965121	0.031224	0.003655
0.349207	0.063449	0.587344
0.944784	0.039454	0.015762
0.947794	0.050953	0.001254
0.758363	0.084710	0.156927
0.951345	0.046445	0.002210
0.667674	0.297142	0.035184
0.992377	0.006569	0.001054
0.966966	0.030005	0.003029
0.977688	0.021370	0.000942
0.956402	0.041601	0.001997
0.964231	0.020501	0.015268
0.952277	0.044334	0.003389
0.963350	0.031264	0.005386
0.951560	0.040842	0.007598
0.963853	0.034619	0.001528
0.958560	0.039935	0.001505
0.033863	0.908375	0.057762
0.999248	0.000699	0.000052
0.967762	0.032237	0.000001
0.957328	0.041575	0.001097
0.962916	0.034616	0.002468
