0.000158	0.000913	0.000068	0.000048	0.001676	0.005330	0.000932	0.030020	0.000152	0.000319	0.003080	0.061883	0.000676	0.014065	0.058496	0.005788	0.038409	0.000081	0.000536
0.000073	0.000016	0.000007	0.000000	0.000000	0.000125	0.000002	0.000005	0.000132	0.000017	0.000230	0.000113	0.000004	0.000200	0.000025	0.000005	0.000002	0.000170	0.000163
0.000076	0.000020	0.000007	0.000000	0.000000	0.000108	0.000001	0.000006	0.000111	0.000009	0.000183	0.000067	0.000003	0.000181	0.000013	0.000004	0.000005	0.001188	0.000475
0.000110	0.000048	0.000002	0.000001	0.000000	0.000023	0.000000	0.000007	0.000001	0.000007	0.000005	0.000015	0.000006	0.000039	0.000005	0.000015	0.000001	0.000034	0.002688
0.000051	0.000015	0.000057	0.000026	0.000058	0.000097	0.000360	0.000021	0.001111	0.000015	0.000034	0.000001	0.000006	0.000251	0.000559	0.000021	0.000425	0.001355	0.000366
0.000051	0.000015	0.000057	0.000026	0.000058	0.000097	0.000360	0.000021	0.001111	0.000015	0.000034	0.000001	0.000006	0.000251	0.000559	0.000021	0.000425	0.001355	0.000366
0.000102	0.000045	0.000000	0.000000	0.000001	0.000027	0.000007	0.000004	0.000011	0.000009	0.000002	0.000016	0.000013	0.000071	0.000058	0.000004	0.000009	0.003657	0.000000
0.000099	0.000032	0.000001	0.000000	0.000000	0.000050	0.000001	0.000005	0.000036	0.000002	0.000004	0.000001	0.000007	0.000006	0.000020	0.000015	0.000004	0.000030	0.002647
0.000102	0.000045	0.000000	0.000000	0.000001	0.000027	0.000007	0.000004	0.000011	0.000009	0.000002	0.000016	0.000013	0.000071	0.000058	0.000004	0.000009	0.003657	0.000000
0.000102	0.000045	0.000000	0.000000	0.000001	0.000027	0.000007	0.000004	0.000011	0.000009	0.000002	0.000016	0.000013	0.000071	0.000058	0.000004	0.000009	0.003657	0.000000
0.000080	0.000019	0.000002	0.000001	0.000001	0.000093	0.000004	0.000008	0.000117	0.000029	0.000045	0.000160	0.000044	0.000007	0.000026	0.000046	0.000043	0.001230	0.000480
0.000097	0.000036	0.000001	0.000001	0.000000	0.000049	0.000000	0.000008	0.000031	0.000001	0.000002	0.000003	0.000007	0.000001	0.000010	0.000006	0.000015	0.000027	0.002605
0.000019	0.000007	0.000002	0.000003	0.000001	0.000733	0.000010	0.000086	0.001955	0.000477	0.000733	0.000445	0.000379	0.002125	0.002793	0.003775	0.008548	0.000006	0.000408
0.000084	0.000026	0.000002	0.000001	0.000004	0.000102	0.000001	0.000009	0.000074	0.000196	0.000138	0.000139	0.000022	0.000049	0.000014	0.000009	0.000000	0.001608	0.001667
0.000043	0.000001	0.000002	0.000007	0.000000	0.000349	0.000004	0.000135	0.000913	0.000006	0.001139	0.000594	0.000758	0.002003	0.002229	0.004925	0.008790	0.000043	0.001954
0.000096	0.000030	0.000002	0.000001	0.000000	0.000059	0.000001	0.000001	0.000043	0.000000	0.000004	0.000005	0.000020	0.000010	0.000002	0.000008	0.000009	0.003597	0.000002
0.000104	0.000039	0.000002	0.000001	0.000000	0.000038	0.000000	0.000003	0.000013	0.000000	0.000000	0.000003	0.000027	0.000030	0.000020	0.000001	0.000007	0.006764	0.000871
0.000028	0.000001	0.000044	0.000024	0.000066	0.000246	0.000364	0.000015	0.000239	0.000046	0.000302	0.000495	0.000231	0.000115	0.000295	0.000020	0.000435	0.011208	0.000034
0.000040	0.000005	0.000046	0.000026	0.000046	0.000181	0.000313	0.000013	0.000412	0.000001	0.000123	0.000179	0.000080	0.000066	0.000306	0.000003	0.000456	0.000011	0.002523
0.000107	0.000045	0.000000	0.000000	0.000000	0.000024	0.000003	0.000003	0.000004	0.000008	0.000007	0.000016	0.000002	0.000026	0.000000	0.000031	0.000003	0.003631	0.000000
0.000096	0.000036	0.000002	0.000002	0.000001	0.000035	0.000002	0.000005	0.000020	0.000002	0.000002	0.000001	0.000038	0.000054	0.000002	0.000001	0.000002	0.000172	0.000118
0.000074	0.000018	0.000006	0.000003	0.000001	0.000103	0.000004	0.000007	0.000181	0.000119	0.000248	0.000404	0.000140	0.000034	0.000838	0.000538	0.000121	0.001713	0.001402
0.000091	0.000036	0.000003	0.000000	0.000000	0.000059	0.000001	0.000020	0.000029	0.000000	0.000027	0.000019	0.000055	0.000029	0.000098	0.000066	0.000004	0.000038	0.002514
0.000097	0.000032	0.000001	0.000000	0.000000	0.000050	0.000002	0.000007	0.000024	0.000000	0.000000	0.000003	0.000018	0.000004	0.000003	0.000003	0.000007	0.000160	0.000113
0.000085	0.000030	0.000002	0.000000	0.000000	0.000076	0.000000	0.000002	0.000060	0.000011	0.000032	0.000107	0.000070	0.000008	0.000343	0.000059	0.000242	0.000038	0.002532
0.000074	0.000022	0.000001	0.000000	0.000001	0.000094	0.000001	0.000009	0.000170	0.000000	0.000045	0.000026	0.000141	0.000068	0.000494	0.000179	0.000036	0.000722	0.006926
0.000092	0.000033	0.000001	0.000001	0.000001	0.000046	0.000001	0.000013	0.000054	0.000003	0.000000	0.000003	0.000036	0.000028	0.000059	0.000010	0.000005	0.000171	0.000116
0.000092	0.000036	0.000002	0.000000	0.000000	0.000055	0.000000	0.000004	0.000042	0.000000	0.000011	0.000006	0.000070	0.000077	0.000264	0.000035	0.000053	0.000039	0.002569
0.000000	0.000000	0.000004	0.000009	0.000093	0.000252	0.000031	0.000426	0.001583	0.000982	0.003292	0.007547	0.001346	0.000015	0.004910	0.007324	0.000554	0.000295	0.000673
0.000059	0.000048	0.000006	0.000000	0.000004	0.000058	0.000000	0.000180	0.000055	0.000064	0.000284	0.001109	0.000149	0.000242	0.001409	0.001666	0.000134	0.000082	0.002132
0.000033	0.000030	0.000000	0.000005	0.000038	0.000009	0.000068	0.000191	0.000138	0.000000	0.000205	0.000138	0.000200	0.000242	0.000089	0.000100	0.000523	0.000734	0.007298
0.000057	0.000057	0.000000	0.000001	0.000007	0.000042	0.000003	0.000135	0.000080	0.000010	0.000081	0.000123	0.000150	0.000013	0.000367	0.000013	0.000248	0.007952	0.000904
0.000077	0.000024	0.000000	0.000000	0.000011	0.000001	0.000038	0.000023	0.000013	0.000000	0.000004	0.000013	0.000020	0.000037	0.000064	0.000004	0.000066	0.000036	0.002551
0.000110	0.000049	0.000002	0.000001	0.000000	0.000021	0.000000	0.000008	0.000001	0.000009	0.000011	0.000016	0.000008	0.000034	0.000000	0.000019	0.000001	0.000170	0.000094
0.000111	0.000049	0.000002	0.000001	0.000000	0.000021	0.000000	0.000006	0.000001	0.000009	0.000011	0.000019	0.000007	0.000034	0.000003	0.000018	0.000001	0.001196	0.000367
0.000095	0.000028	0.000002	0.000001	0.000001	0.000063	0.000001	0.000005	0.000054	0.000001	0.000005	0.000013	0.000080	0.000052	0.000126	0.000000	0.000064	0.000771	0.006714
0.000106	0.000041	0.000003	0.000001	0.000000	0.000034	0.000000	0.000005	0.000009	0.000000	0.000000	0.000004	0.000013	0.000016	0.000035	0.000000	0.000005	0.000167	0.000115
0.000077	0.000015	0.000007	0.000002	0.000003	0.000091	0.000006	0.000011	0.000183	0.000120	0.000116	0.000358	0.000056	0.000070	0.000192	0.000309	0.000001	0.001127	0.000527
0.000091	0.000029	0.000004	0.000002	0.000002	0.000049	0.000002	0.000013	0.000062	0.000028	0.000013	0.000117	0.000042	0.000063	0.000183	0.000150	0.000003	0.001135	0.000464
