0.718233	0.340247	-0.410725	-0.210999	-0.146480	-0.044388	-0.249797	0.076153	0.249281	0.016165	0.010986	-0.011770	-0.028644	0.004412	-0.004976	0.000311	0.002599	0.000000	0.000000
0.903155	-0.357330	-0.035223	0.034130	-0.013176	-0.036994	0.054787	0.185883	-0.050985	-0.073780	-0.041901	-0.037827	-0.048843	-0.016687	0.002427	0.030121	-0.017822	0.000000	-0.000000
0.895533	-0.419961	0.060528	-0.006114	0.019869	-0.028641	0.037231	0.103746	-0.008493	-0.020228	-0.018248	-0.017790	0.016339	0.023845	-0.012322	-0.014548	0.047512	0.000000	-0.000000
0.664947	0.066142	0.177930	0.508913	-0.440194	0.202656	-0.124094	-0.004986	-0.052674	0.087775	-0.034401	0.024894	-0.001044	-0.013715	0.003219	0.006337	0.005720	0.000000	-0.000000
0.950499	-0.153939	-0.157838	-0.052461	-0.068723	-0.033222	0.013764	-0.086342	-0.057318	-0.021218	0.131014	0.078834	-0.027320	0.058928	0.016531	0.010495	-0.000999	0.000000	-0.000000
0.718364	-0.582465	0.119540	-0.134170	-0.070674	0.090171	0.035519	-0.289018	0.076240	0.019485	-0.004059	-0.089424	-0.015894	-0.000161	0.002544	0.003011	-0.002075	0.000000	-0.000000
0.958858	-0.207646	-0.102038	-0.086810	0.005096	-0.001119	-0.002181	-0.035084	0.017937	-0.023150	0.070412	0.039290	0.073729	-0.061141	-0.038637	0.015047	-0.003256	0.000000	-0.000000
0.390260	0.504428	-0.234326	0.669019	0.141293	-0.115299	0.164840	-0.103200	0.108094	-0.087396	-0.008247	-0.009826	0.001372	-0.000386	0.002470	0.010570	0.008264	0.000000	-0.000000
0.704574	0.602102	0.233648	0.035234	0.065349	-0.176072	-0.024578	0.038350	-0.096143	0.153831	0.088109	-0.082849	0.006578	0.010885	-0.010432	0.007947	-0.000432	0.000000	-0.000000
0.941265	-0.319497	-0.028547	0.020800	-0.010714	-0.030638	0.044911	0.067570	-0.024656	-0.041729	0.004705	-0.012666	-0.017178	0.006826	-0.001782	0.011919	0.006248	-0.000001	0.000000
0.524621	0.216064	0.794895	-0.107871	0.012788	-0.061377	-0.091460	-0.008275	0.087761	-0.076502	-0.061243	0.021573	0.046599	0.044198	0.001117	0.016950	-0.006856	0.000000	0.000000
0.768066	0.316074	0.522703	-0.099946	0.008428	-0.087370	-0.014202	-0.041519	-0.009655	-0.077517	0.036889	0.027277	-0.067098	-0.063401	0.009073	-0.021531	0.007787	-0.000000	0.000000
0.965374	-0.147146	-0.008180	0.196983	-0.027419	-0.017501	0.034266	0.042801	0.008597	-0.020500	-0.000929	-0.006712	0.008680	0.022953	-0.017342	-0.037175	-0.025342	0.000000	0.000000
0.581800	0.570275	0.034214	-0.309873	-0.096205	0.290366	0.370513	0.057850	0.061265	0.032400	-0.002166	0.006193	-0.002761	0.006452	-0.003310	0.001623	0.000542	0.000000	0.000000
0.593257	0.558741	-0.389296	-0.297591	-0.134761	-0.096092	-0.053685	-0.131974	-0.178227	-0.073036	-0.103476	-0.002749	0.002251	0.006665	-0.012534	0.002417	0.004808	0.000000	0.000000
0.972941	0.001072	-0.173028	-0.100077	0.036639	-0.034209	-0.002818	0.033607	-0.003509	0.023944	-0.009539	-0.010673	0.063213	-0.027648	0.064943	-0.003258	0.000797	0.000000	0.000000
0.756419	0.210773	-0.053568	0.074501	0.421512	0.383142	-0.214882	-0.007292	-0.055068	-0.031926	0.005501	-0.008836	-0.009591	0.005489	-0.001640	0.001262	0.001152	0.000000	0.000000
0.990202	-0.004585	-0.102449	0.067486	-0.024592	-0.022382	0.015577	0.017282	-0.022325	-0.020555	-0.018402	-0.007437	0.019514	0.011308	-0.000297	-0.026089	-0.016664	-0.000000	-0.000001
0.906642	-0.197782	-0.021239	-0.015437	0.255003	-0.119282	0.049928	-0.048457	0.034472	0.191133	-0.102098	0.071066	-0.028847	-0.004799	-0.005796	0.003397	-0.001759	-0.000000	-0.000000
