0.501688	0.498312
0.850716	0.149284
0.892762	0.107238
0.999250	0.000750
0.000237	0.999763
0.000237	0.999763
0.999489	0.000511
0.997298	0.002702
0.999489	0.000511
0.999489	0.000511
0.963121	0.036879
0.989538	0.010462
0.752797	0.247203
0.979474	0.020526
0.978463	0.021537
0.997374	0.002626
0.997365	0.002635
0.376764	0.623236
0.084069	0.915931
0.999844	0.000156
0.993983	0.006017
0.998959	0.001041
0.998709	0.001291
0.994887	0.005113
0.997649	0.002351
0.997791	0.002209
0.989354	0.010646
0.998374	0.001626
0.928411	0.071589
0.998671	0.001329
0.917017	0.082983
0.999737	0.000263
0.956754	0.043246
0.999262	0.000738
0.999402	0.000598
0.889812	0.110188
0.998408	0.001592
0.958880	0.041120
0.996720	0.003280
0.981563	0.018437
0.998603	0.001397
0.998714	0.001286
0.998853	0.001147
0.993650	0.006350
0.999798	0.000202
0.999425	0.000575
0.999093	0.000907
0.999428	0.000572
0.998207	0.001793
0.999192	0.000808
0.994085	0.005915
0.996171	0.003829
0.999522	0.000478
0.999585	0.000415
0.998378	0.001622
0.999779	0.000221
0.999700	0.000300
0.999792	0.000208
0.998646	0.001354
0.999263	0.000737
0.999006	0.000994
0.888189	0.111811
0.999276	0.000724
0.966872	0.033128
0.995847	0.004153
0.994814	0.005186
0.997471	0.002529
0.999212	0.000788
0.165032	0.834968
0.996143	0.003857
0.848025	0.151975
0.962933	0.037067
0.983473	0.016527
0.997251	0.002749
0.998481	0.001519
0.989977	0.010023
0.998418	0.001582
0.982762	0.017238
0.983404	0.016596
0.988396	0.011604
0.999499	0.000501
0.999222	0.000778
0.999463	0.000537
0.499589	0.500411
0.774649	0.225351
0.549541	0.450459
0.963663	0.036337
0.994866	0.005134
0.002385	0.997615
0.979255	0.020745
0.026588	0.973412
0.992501	0.007499
0.928299	0.071701
0.997421	0.002579
0.978968	0.021032
0.991791	0.008209
0.997045	0.002955
0.998606	0.001394
0.989237	0.010763
0.999005	0.000995
0.999191	0.000809
0.990826	0.009174
0.986472	0.013528
0.966580	0.033420
0.765368	0.234632
0.663833	0.336167
0.995896	0.004104
0.998625	0.001375
0.998766	0.001234
0.204068	0.795932
0.999884	0.000116
0.939380	0.060620
0.993364	0.006636
0.993107	0.006893
0.997390	0.002610
0.997694	0.002306
0.716654	0.283346
0.871759	0.128241
0.997931	0.002069
0.995087	0.004913
0.971475	0.028525
0.996829	0.003171
0.998949	0.001051
0.998853	0.001147
0.998311	0.001689
0.998603	0.001397
0.999400	0.000600
0.999216	0.000784
0.999463	0.000537
0.999225	0.000775
0.999489	0.000511
0.987430	0.012570
0.998264	0.001736
0.928474	0.071526
0.989843	0.010157
0.994948	0.005052
0.997252	0.002748
0.999191	0.000809
0.999237	0.000763
0.999286	0.000714
0.998551	0.001449
0.982318	0.017682
0.149134	0.850866
0.408130	0.591870
0.987525	0.012475
0.996309	0.003691
0.999431	0.000569
0.999159	0.000841
0.998335	0.001665
0.998924	0.001076
0.752260	0.247740
0.981235	0.018765
0.998514	0.001486
0.997673	0.002327
0.984104	0.015896
0.995234	0.004766
0.998141	0.001859
0.999204	0.000796
0.819700	0.180300
0.988398	0.011602
0.999047	0.000953
0.969053	0.030947
0.964189	0.035811
0.992507	0.007493
0.988587	0.011413
0.987973	0.012027
0.940919	0.059081
0.994589	0.005411
0.973340	0.026660
0.999335	0.000665
0.999703	0.000297
0.998018	0.001982
0.950479	0.049521
0.999324	0.000676
0.995012	0.004988
0.997628	0.002372
0.996701	0.003299
0.996018	0.003982
0.999252	0.000748
0.996779	0.003221
0.677475	0.322525
0.845808	0.154192
0.999987	0.000013
0.789865	0.210135
0.999592	0.000408
0.403593	0.596407
0.990904	0.009096
0.997058	0.002942
0.997479	0.002521
0.999351	0.000649
0.982325	0.017675
0.998902	0.001098
0.995382	0.004618
0.995956	0.004044
0.998981	0.001019
0.999476	0.000524
0.549231	0.450769
0.981633	0.018367
1.000000	0.000000
0.999767	0.000233
0.998296	0.001704
0.998433	0.001567
0.993893	0.006107
0.998999	0.001001
0.999722	0.000278
0.999152	0.000848
0.999244	0.000756
0.999531	0.000469
0.998426	0.001574
0.999962	0.000038
0.999552	0.000448
0.995167	0.004833
0.999632	0.000368
0.999715	0.000285
0.999715	0.000285
0.996490	0.003510
0.999381	0.000619
0.997125	0.002875
0.999341	0.000659
0.999268	0.000732
0.999421	0.000579
0.999650	0.000350
0.999830	0.000170
0.999873	0.000127
0.997995	0.002005
0.679912	0.320088
0.999515	0.000485
0.992136	0.007864
0.999373	0.000627
0.998031	0.001969
0.999442	0.000558
0.997325	0.002675
0.999230	0.000770
0.997938	0.002062
0.999883	0.000117
0.999658	0.000342
0.999645	0.000355
0.999459	0.000541
0.999206	0.000794
0.999343	0.000657
0.996160	0.003840
0.918455	0.081545
0.985032	0.014968
0.999951	0.000049
0.999952	0.000048
0.999933	0.000067
0.999216	0.000784
0.999174	0.000826
0.999325	0.000675
0.999439	0.000561
0.999989	0.000011
0.997460	0.002540
0.999571	0.000429
0.999985	0.000015
0.999941	0.000059
0.748217	0.251783
0.544047	0.455953
0.989892	0.010108
0.718880	0.281120
0.946242	0.053758
0.607126	0.392874
0.512192	0.487808
0.134625	0.865375
0.213841	0.786159
0.945741	0.054259
0.992401	0.007599
0.999302	0.000698
0.984223	0.015777
0.999295	0.000705
0.824465	0.175535
0.993465	0.006535
0.990742	0.009258
0.981635	0.018365
0.857890	0.142110
0.950015	0.049985
0.966785	0.033215
0.997335	0.002665
0.999442	0.000558
0.945500	0.054500
0.987922	0.012078
0.907135	0.092865
0.946060	0.053940
0.965607	0.034393
0.997656	0.002344
0.996459	0.003541
0.998698	0.001302
0.996021	0.003979
0.999357	0.000643
0.864089	0.135911
0.998987	0.001013
0.977979	0.022021
0.997841	0.002159
0.439280	0.560720
0.986493	0.013507
0.995083	0.004917
0.996287	0.003713
0.713660	0.286340
0.852174	0.147826
0.999307	0.000693
0.865937	0.134063
0.999988	0.000012
0.946077	0.053923
0.971245	0.028755
0.997693	0.002307
0.999347	0.000653
0.999475	0.000525
0.997507	0.002493
0.999853	0.000147
